chr21	1	10437000	H	10437000	5	87	87	44	2	47	93	34	4	2	47
chr21	10781001	10848000	H	67000	-117	77	51	82	86	78	1	-31	-179	88	76
chr21	10943001	14384000	H	3441000	1	67	57	42	41	46	91	12	0	43	44
chr21	32986001	33130000	H	144000	7	66	59	66	65	66	45	3	14	66	68
chr21	38735001	38784000	H	49000	142	85	69	72	68	75	14	30	163	66	74
chr21	40990001	41979000	H	989000	-2	24	22	52	52	51	5	-3	2	62	64
chr21	42373001	42558000	H	185000	11	93	78	50	49	51	4	6	-38	57	50
chr21	44401001	44700000	H	299000	11	77	68	60	58	61	29	8	3	56	57
chr21	46674001	46850000	H	176000	163	90	81	53	39	67	8	68	102	48	66
chr21	46996001	47082000	H	86000	339	96	93	67	53	82	12	72	302	56	82
chr21	47603001	47735000	H	132000	-80	98	94	60	65	55	11	-31	-38	64	59
chr22	1	16150000	H	16150000	-1	50	29	55	60	50	95	-7	-1	60	48
chr22	16701001	16840000	H	139000	1526	98	96	67	6	97	97	89	259	34	70
chr22	33649001	33893000	H	244000	-7	93	79	74	75	73	0	-5	-16	74	70
chr22	50375001	50405000	H	30000	-3727	85	78	75	100	42	87	-66	-1067	82	50
