chr10	452001	469000	U	17000	1336	90	83	46	36	57	0	68	1294	35	57
chr10	484001	507000	U	23000	612	93	89	51	45	58	0	36	826	38	57
chr10	2228001	2243000	U	15000	2405	79	67	48	31	64	7	73	1267	36	55
chr10	3125001	3144000	U	19000	800	85	65	57	49	63	11	51	632	51	63
chr10	3819001	3831000	U	12000	852	61	44	61	56	66	0	40	-917	61	50
chr10	5016001	5027000	U	11000	476	57	27	71	68	73	0	16	364	66	70
chr10	5128001	5167000	U	39000	554	91	75	68	58	78	13	51	462	60	78
chr10	6048001	6078000	U	30000	360	88	73	35	31	41	17	34	467	28	42
chr10	6371001	6374000	U	3000	3877	21	5	28	24	32	0	26	333	31	32
chr10	7051001	7064000	U	13000	1142	22	15	71	64	78	0	62	615	62	70
chr10	8093001	8112000	U	19000	1519	87	78	45	31	58	0	73	0	50	50
chr10	8909001	8926000	U	17000	602	32	22	65	60	70	18	29	294	69	74
chr10	9986001	10000000	U	14000	724	85	79	26	21	31	0	32	429	22	28
chr10	10498001	10526000	U	28000	284	41	28	46	42	50	0	29	214	44	50
chr10	12462001	12480000	U	18000	878	55	34	24	17	32	11	49	222	21	25
chr10	12976001	12999000	U	23000	1122	81	75	42	29	54	4	75	1130	26	52
chr10	13158001	13191000	U	33000	667	91	82	62	50	72	30	56	424	57	71
chr10	13582001	13595000	U	13000	1096	74	32	56	50	63	8	45	385	52	57
chr10	13648001	13695000	U	47000	397	89	77	53	44	62	13	52	617	41	70
chr10	14239001	14253000	U	14000	248	30	15	52	50	53	21	8	1000	46	60
chr10	15553001	15558000	U	5000	-272	36	4	42	43	42	0	-6	400	42	44
chr10	16111001	16134000	U	23000	1514	98	87	43	29	60	22	67	1174	28	55
chr10	16245001	16285000	U	40000	1050	94	90	54	34	75	15	75	775	42	73
chr10	16752001	16766000	U	14000	2775	95	90	63	44	80	7	65	1500	55	76
chr10	17946001	17960000	U	14000	-146	85	41	24	25	23	64	-16	357	26	31
chr10	18850001	18859000	U	9000	35676	92	51	59	24	95	78	100	2889	50	76
chr10	20423001	20431000	U	8000	4363	92	50	73	59	90	12	81	4251	48	82
chr10	20838001	20853000	U	15000	3434	92	85	52	36	71	40	68	1867	36	64
chr10	21398001	21413000	U	15000	-99	59	28	82	83	82	33	-12	-400	84	78
chr10	22033001	22075000	U	42000	465	80	63	44	35	54	29	41	714	24	54
chr10	22120001	22159000	U	39000	372	75	39	64	57	71	26	35	462	52	70
chr10	22881001	22909000	U	28000	962	89	84	47	34	60	18	61	893	32	57
chr10	24922001	24943000	U	21000	1001	96	77	34	26	44	43	41	-48	43	42
chr10	26248001	26271000	U	23000	1026	99	89	48	37	59	9	45	1087	38	63
chr10	26284001	26297000	U	13000	2343	98	78	54	40	68	15	74	539	54	61
chr10	26391001	26407000	U	16000	1961	92	84	55	41	68	19	78	1188	47	66
chr10	27679001	27703000	U	24000	1104	84	64	52	41	66	17	56	667	42	58
chr10	27858001	27876000	U	18000	1187	90	72	51	40	60	44	61	889	41	57
chr10	28110001	28137000	U	27000	1315	97	85	50	31	66	33	70	963	33	59
chr10	28237001	28263000	U	26000	1005	73	22	61	48	73	15	55	615	52	68
chr10	28329001	28354000	U	25000	932	76	58	56	43	66	16	56	720	48	66
chr10	28865001	28918000	U	53000	489	91	79	40	27	53	9	55	415	24	46
chr10	29235001	29251000	U	16000	1281	76	53	56	47	67	38	66	563	54	63
chr10	29999001	30013000	U	14000	242	52	39	70	69	72	7	10	-214	67	64
chr10	30515001	30529000	U	14000	1752	94	67	66	57	78	21	65	1429	58	78
chr10	30541001	30554000	U	13000	5258	97	78	76	56	92	46	60	2308	50	80
chr10	31227001	31237000	U	10000	2034	92	78	29	21	40	40	75	2400	22	46
chr10	31272001	31284000	U	12000	1924	97	74	51	40	61	0	51	1500	40	58
chr10	31542001	31575000	U	33000	864	90	84	56	42	69	18	65	545	42	60
chr10	31735001	31760000	U	25000	826	96	80	72	63	80	24	46	800	65	85
chr10	32826001	32850000	U	24000	863	95	88	24	15	34	12	48	500	18	30
chr10	32978001	33001000	U	23000	919	99	90	56	47	67	30	54	1217	40	68
chr10	33027001	33047000	U	20000	2102	95	89	56	36	75	10	78	2050	36	77
chr10	33061001	33075000	U	14000	2454	97	78	63	48	80	14	66	2286	42	74
chr10	33088001	33105000	U	17000	704	96	88	66	60	72	6	36	824	60	74
chr10	33139001	33150000	U	11000	1686	72	45	73	63	80	18	63	1182	66	79
chr10	33726001	33735000	U	9000	3267	89	63	42	26	52	56	90	1778	32	48
chr10	33849001	33863000	U	14000	1262	82	40	40	32	49	14	44	714	36	46
chr10	33984001	34008000	U	24000	619	79	67	51	44	58	12	36	500	48	60
chr10	35062001	35070000	U	8000	359	20	11	84	82	85	12	11	-500	88	84
chr10	35338001	35354000	U	16000	1572	80	58	37	27	49	19	63	875	30	44
chr10	35857001	35869000	U	12000	1998	40	13	40	29	51	0	54	667	30	38
chr10	36127001	36151000	U	24000	1180	81	70	31	17	43	12	58	625	21	36
chr10	36371001	36387000	U	16000	686	93	87	38	33	43	12	35	750	36	48
chr10	36427001	36441000	U	14000	2985	92	75	46	27	63	21	66	1572	34	56
chr10	36581001	36596000	U	15000	1627	93	80	41	30	51	13	71	933	36	50
chr10	37857001	37871000	U	14000	1164	81	63	48	41	56	7	56	714	44	54
chr10	37933001	37946000	U	13000	731	82	66	61	56	65	8	43	1308	57	74
chr10	37964001	37984000	U	20000	1054	92	85	67	56	77	0	58	1350	47	74
chr10	38109001	38139000	U	30000	999	97	82	65	50	78	7	65	800	52	76
chr10	38202001	38214000	U	12000	3600	84	42	67	44	84	42	93	2334	52	80
chr10	38238001	38258000	U	20000	1056	95	78	65	56	76	5	55	1200	54	78
chr10	38323001	38342000	U	19000	1946	96	90	47	29	63	37	66	1421	30	57
chr10	38466001	38479000	U	13000	2403	69	42	39	26	55	15	71	2000	28	54
chr10	38659001	38685000	U	26000	1193	99	86	34	18	48	23	64	769	30	50
chr10	38868001	38901000	U	33000	1237	95	88	41	23	59	12	66	1212	20	60
chr10	39069001	39084000	U	15000	1487	96	81	75	64	85	7	55	2067	60	91
chr10	42428001	42439000	U	11000	3491	85	74	60	43	78	18	83	1818	52	72
chr10	42783001	42798000	U	15000	3293	97	89	73	52	95	27	81	2133	54	86
chr10	43306001	43328000	U	22000	918	90	70	69	60	77	23	64	273	68	74
chr10	44205001	44217000	U	12000	5838	93	63	32	7	66	42	87	2417	16	45
chr10	44574001	44589000	U	15000	1354	99	87	70	60	77	40	57	533	62	70
chr10	45220001	45238000	U	18000	3190	95	87	56	28	79	56	83	1778	32	64
chr10	45696001	45710000	U	14000	3612	90	53	38	21	68	43	76	2286	24	56
chr10	45748001	45762000	U	14000	1058	92	81	42	36	50	29	33	1000	38	52
chr10	45821001	45858000	U	37000	162	91	75	68	66	71	46	13	324	58	70
chr10	46267001	46292000	U	25000	-468	94	66	68	71	64	72	-52	-280	73	66
chr10	46368001	46395000	U	27000	NA	99	89	NA	NA	NA	100	NA	NA	60	NA
chr10	46424001	46430000	U	6000	NA	87	65	NA	NA	NA	100	NA	NA	NA	NA
chr10	47016001	47040000	U	24000	1195	92	85	56	42	70	0	63	500	48	60
chr10	47135001	47149000	U	14000	1702	98	82	62	51	73	0	56	1000	52	66
chr10	47354001	47368000	U	14000	3481	89	51	37	21	49	64	49	1214	38	55
chr10	47695001	47730000	U	35000	1346	97	93	50	33	79	60	86	1257	36	80
chr10	47762001	47782000	U	20000	2683	81	68	53	43	77	80	90	1450	48	77
chr10	48147001	48161000	U	14000	-385	38	18	80	82	79	79	-14	143	76	78
chr10	48294001	48307000	U	13000	-3546	77	52	78	87	69	54	-72	-1923	72	47
chr10	49222001	49232000	U	10000	NA	80	67	69	NA	NA	90	NA	1500	46	61
chr10	49379001	49396000	U	17000	794	90	84	70	63	75	29	43	529	67	76
chr10	49839001	49852000	U	13000	1858	98	79	21	17	26	54	53	923	20	32
chr10	50068001	50082000	U	14000	2477	96	89	35	18	51	0	72	1214	28	45
chr10	50422001	50458000	U	36000	402	65	53	72	65	79	22	40	222	67	75
chr10	51016001	51057000	U	41000	986	94	90	57	38	74	56	68	781	42	74
chr10	51264001	51283000	U	19000	NA	91	81	40	NA	NA	95	NA	3053	33	91
chr10	51325001	51339000	U	14000	NA	98	86	72	NA	NA	93	NA	0	78	78
chr10	51573001	51608000	U	35000	493	97	94	27	22	38	40	41	514	24	42
chr10	51639001	51673000	U	34000	NA	97	85	24	NA	NA	97	NA	912	37	68
chr10	52233001	52248000	U	15000	4449	93	77	54	40	75	53	80	2200	34	67
chr10	52295001	52309000	U	14000	1683	78	22	67	57	76	29	53	1429	56	76
chr10	52499001	52517000	U	18000	1422	98	84	35	31	45	72	32	1000	33	51
chr10	54974001	54986000	U	12000	2557	90	72	24	12	35	33	78	500	24	30
chr10	55009001	55032000	U	23000	244	88	75	30	27	33	35	19	391	24	33
chr10	55178001	55196000	U	18000	1938	86	66	36	21	54	17	79	1056	28	47
chr10	55904001	55934000	U	30000	524	86	70	42	37	50	43	33	200	42	48
chr10	56014001	56031000	U	17000	1083	94	88	52	44	61	29	41	765	44	57
chr10	56267001	56281000	U	14000	2982	98	84	54	39	75	36	76	1500	42	63
chr10	57542001	57564000	U	22000	662	93	71	59	54	64	45	22	455	54	64
chr10	57757001	57771000	U	14000	896	98	79	60	55	65	43	30	571	54	62
chr10	57934001	57946000	U	12000	828	87	37	65	62	69	58	20	333	58	62
chr10	58141001	58153000	U	12000	3652	92	80	42	22	63	50	83	2000	32	56
chr10	59285001	59299000	U	14000	1394	86	66	52	45	62	57	39	571	48	56
chr10	59506001	59524000	U	18000	1862	96	88	62	47	73	50	55	722	53	66
chr10	59796001	59817000	U	21000	207	96	83	73	71	75	10	15	-286	72	66
chr10	60806001	60832000	U	26000	940	89	80	64	51	73	38	44	1000	47	73
chr10	61188001	61198000	U	10000	-373	83	29	80	81	78	20	-21	100	79	80
chr10	61604001	61620000	U	16000	1079	93	86	80	72	87	12	51	-188	74	71
chr10	62974001	62990000	U	16000	1786	76	51	46	35	60	38	49	1188	37	56
chr10	63009001	63031000	U	22000	1592	88	79	46	31	64	50	63	864	38	57
chr10	63067001	63098000	U	31000	715	83	73	48	36	57	42	43	774	34	58
chr10	63132001	63186000	U	54000	336	86	78	49	40	57	56	37	556	38	68
chr10	64281001	64296000	U	15000	2838	88	78	21	9	32	53	75	933	14	28
chr10	64923001	64958000	U	35000	390	93	85	59	54	66	49	25	171	64	70
chr10	65693001	65705000	U	12000	1067	90	80	17	11	22	8	55	667	14	22
chr10	65800001	65813000	U	13000	540	80	55	17	14	21	31	43	154	18	20
chr10	66660001	66683000	U	23000	734	98	90	44	36	50	52	26	348	40	48
chr10	66824001	66850000	U	26000	1370	95	89	44	28	60	35	66	577	39	54
chr10	68312001	68326000	U	14000	2625	96	80	53	37	66	43	61	1429	46	66
chr10	68340001	68363000	U	23000	968	90	82	50	39	60	26	51	609	46	60
chr10	69100001	69120000	U	20000	617	89	81	80	72	84	30	41	500	74	84
chr10	69341001	69365000	U	24000	738	91	83	80	70	87	42	47	667	74	90
chr10	69693001	69709000	U	16000	1748	80	58	31	25	41	81	99	375	34	40
chr10	69764001	69783000	U	19000	2614	90	69	43	31	63	63	66	1105	40	61
chr10	70609001	70620000	U	11000	6213	73	45	39	24	49	73	96	-273	46	43
chr10	70708001	70726000	U	18000	1224	91	85	31	23	38	67	72	1500	27	54
chr10	71728001	71742000	U	14000	2162	90	81	70	58	79	57	59	714	56	66
chr10	73175001	73189000	U	14000	1224	66	17	48	43	52	64	24	929	44	57
chr10	74148001	74161000	U	13000	3246	88	78	33	23	46	77	81	-308	41	37
chr10	74763001	74783000	U	20000	1642	91	70	36	25	48	70	85	1250	38	63
chr10	74796001	74823000	U	27000	1706	91	78	53	30	74	74	81	1667	30	75
chr10	75968001	75983000	U	15000	5556	88	76	32	1	67	53	87	2000	14	44
chr10	76088001	76136000	U	48000	648	96	87	45	31	59	54	56	563	31	58
chr10	76275001	76288000	U	13000	886	90	68	80	75	86	38	74	846	78	89
chr10	76685001	76704000	U	19000	1345	96	82	46	39	60	68	70	1579	34	64
chr10	77561001	77577000	U	16000	82	82	69	27	27	28	31	10	250	26	30
chr10	78261001	78281000	U	20000	3582	83	67	46	25	68	60	88	1400	35	63
chr10	78357001	78372000	U	15000	2293	69	52	59	43	68	67	93	1333	48	68
chr10	78407001	78421000	U	14000	2845	96	87	62	49	77	43	64	1714	44	68
chr10	78502001	78512000	U	10000	4151	91	70	64	53	74	40	63	1200	58	70
chr10	78706001	78715000	U	9000	568	15	6	67	64	69	11	24	667	67	73
chr10	79838001	79856000	U	18000	2727	97	87	36	15	61	28	48	1111	20	40
chr10	80243001	80257000	U	14000	1339	32	13	39	34	44	79	36	0	38	38
chr10	81406001	81420000	U	14000	4756	87	71	34	11	73	79	100	2572	25	61
chr10	81491001	81515000	U	24000	3213	91	80	57	32	77	79	81	1333	40	72
chr10	82055001	82066000	U	11000	30479	95	60	69	54	84	82	100	0	60	60
chr10	83223001	83238000	U	15000	1311	98	84	29	22	37	40	40	1067	24	40
chr10	83296001	83308000	U	12000	1740	87	68	46	37	56	50	40	2000	38	62
chr10	83724001	83736000	U	12000	2537	38	27	23	10	38	17	64	1000	18	30
chr10	85022001	85045000	U	23000	1336	92	80	45	33	62	48	53	739	45	62
chr10	85092001	85118000	U	26000	508	91	79	52	46	57	50	32	692	40	58
chr10	85497001	85514000	U	17000	713	93	83	57	51	62	35	24	588	52	62
chr10	85767001	85780000	U	13000	2396	53	12	73	59	85	31	84	1462	65	84
chr10	86189001	86204000	U	15000	859	89	78	38	34	43	53	21	267	36	40
chr10	86711001	86735000	U	24000	604	89	72	35	28	41	21	31	625	26	41
chr10	86928001	86942000	U	14000	918	81	24	33	28	40	29	27	714	33	43
chr10	86966001	86981000	U	15000	4482	96	89	39	21	62	47	70	1600	28	52
chr10	87132001	87150000	U	18000	2467	96	91	65	45	85	39	82	1445	46	72
chr10	87433001	87468000	U	35000	633	98	88	65	54	75	17	60	371	59	72
chr10	88113001	88125000	U	12000	1584	61	45	85	76	94	0	56	833	78	88
chr10	88752001	88766000	U	14000	4051	92	55	52	35	75	64	87	1357	39	58
chr10	88863001	88876000	U	13000	-2276	85	40	23	26	19	77	-50	0	23	23
chr10	89022001	89037000	U	15000	6161	88	76	48	28	78	73	97	2267	36	70
chr10	89182001	89197000	U	15000	3366	99	88	55	38	68	67	73	1667	44	69
chr10	89672001	89743000	U	71000	395	95	91	34	21	48	48	60	282	24	44
chr10	90056001	90081000	U	25000	509	88	41	28	23	34	40	49	240	24	30
chr10	90142001	90156000	U	14000	878	90	80	27	24	31	36	30	214	25	28
chr10	90357001	90375000	U	18000	1953	90	73	39	22	55	50	69	889	28	44
chr10	90498001	90512000	U	14000	2911	94	66	55	37	72	50	61	1786	39	64
chr10	90800001	90815000	U	15000	1216	95	84	34	27	42	20	39	1400	28	49
