chr21	10727001	10744000	U	17000	1536	93	86	53	41	66	0	68	941	44	60
chr21	10763001	10781000	U	18000	2956	92	85	65	38	89	17	82	2556	42	88
chr21	10930001	10943000	U	13000	635	22	7	41	37	45	0	25	769	33	43
chr21	15356001	15414000	U	58000	817	93	87	61	31	77	41	72	690	32	72
chr21	15707001	15725000	U	18000	1414	83	68	47	36	58	61	90	1111	36	56
chr21	15800001	15811000	U	11000	1986	87	58	49	36	56	45	40	273	40	43
chr21	17054001	17107000	U	53000	779	92	66	63	41	82	28	79	755	45	85
chr21	17740001	17792000	U	52000	794	99	95	52	33	73	42	76	942	29	78
chr21	18464001	18519000	U	55000	710	80	72	35	17	54	40	73	509	22	50
chr21	18612001	18636000	U	24000	756	95	75	64	59	70	50	39	375	57	66
chr21	18703001	18717000	U	14000	-3321	95	73	71	81	61	50	-74	-714	72	62
chr21	19110001	19150000	U	40000	426	81	54	62	54	70	35	43	375	57	72
chr21	19254001	19266000	U	12000	1592	98	75	72	63	79	25	71	1083	60	73
chr21	20102001	20168000	U	66000	495	90	76	58	41	73	29	73	636	30	72
chr21	20942001	20998000	U	56000	454	95	93	51	37	61	50	61	696	28	67
chr21	21809001	21823000	U	14000	1822	72	23	38	30	48	57	48	286	42	46
chr21	22331001	22373000	U	42000	928	94	83	40	22	60	38	79	762	22	54
chr21	22913001	22928000	U	15000	407	94	88	34	32	36	40	16	933	28	42
chr21	23033001	23056000	U	23000	1292	80	47	61	47	74	30	58	1130	48	74
chr21	24756001	24775000	U	19000	1226	73	48	51	42	62	53	63	737	48	62
chr21	25173001	25189000	U	16000	1431	96	75	48	37	58	56	55	625	42	52
chr21	25512001	25526000	U	14000	4327	67	20	46	31	65	57	82	1214	42	59
chr21	26274001	26293000	U	19000	1161	85	60	39	35	45	74	48	158	40	43
chr21	26962001	27088000	U	126000	477	97	95	42	14	74	40	92	500	17	80
chr21	27539001	27576000	U	37000	1294	93	86	43	21	66	38	78	1189	26	70
chr21	29159001	29171000	U	12000	1127	97	71	36	31	41	42	43	667	32	40
chr21	29274001	29291000	U	17000	2399	90	81	33	19	53	41	84	1059	22	40
chr21	29569001	29604000	U	35000	826	93	89	46	30	57	49	52	657	29	52
chr21	30361001	30380000	U	19000	2747	89	74	32	18	51	53	69	1474	20	48
chr21	30751001	30773000	U	22000	1310	91	84	59	45	71	59	92	1227	52	79
chr21	32934001	32986000	U	52000	978	93	88	41	17	67	52	85	904	19	66
chr21	33985001	34004000	U	19000	1708	97	93	62	46	76	21	75	2000	36	74
chr21	34180001	34207000	U	27000	993	69	59	70	56	82	30	61	741	56	76
chr21	34585001	34601000	U	16000	2041	94	84	32	20	51	44	85	1438	17	40
chr21	34845001	34892000	U	47000	675	92	88	62	48	76	64	67	553	48	74
chr21	35209001	35286000	U	77000	638	98	95	52	29	77	29	88	649	28	78
chr21	35848001	35868000	U	20000	1502	95	88	58	44	72	55	85	1150	45	68
chr21	36597001	36625000	U	28000	813	81	54	44	34	56	14	59	571	40	56
chr21	37671001	37712000	U	41000	1310	90	71	50	28	79	61	88	1268	22	74
chr21	38418001	38446000	U	28000	1193	92	88	64	47	79	25	78	1393	37	76
chr21	38696001	38735000	U	39000	-442	95	64	69	78	64	72	-39	154	60	66
chr21	38900001	38941000	U	41000	962	93	86	54	33	72	27	79	976	38	78
chr21	39733001	39747000	U	14000	1906	88	78	51	39	63	0	60	1357	39	58
chr21	40686001	40711000	U	25000	1459	93	85	36	18	53	8	81	1440	20	56
chr21	40951001	40990000	U	39000	435	66	44	64	56	72	3	53	154	56	62
chr21	42359001	42373000	U	14000	3145	89	78	45	24	65	7	72	1643	34	57
chr21	43140001	43155000	U	15000	389	66	58	53	51	56	0	28	533	48	56
chr21	43912001	43935000	U	23000	843	14	7	71	62	81	9	62	652	60	75
chr21	44360001	44401000	U	41000	388	47	33	45	37	53	24	49	561	33	56
chr21	44982001	45004000	U	22000	1055	84	74	38	26	48	5	58	500	28	39
chr21	45115001	45144000	U	29000	999	91	84	40	26	54	3	62	828	28	52
chr21	45178001	45210000	U	32000	576	57	31	50	41	59	16	65	688	40	62
chr21	45409001	45433000	U	24000	1243	95	86	57	43	71	12	75	833	50	70
chr21	45761001	45770000	U	9000	2900	18	4	67	57	78	11	66	1445	65	78
chr21	46483001	46499000	U	16000	1267	92	85	66	56	75	0	59	1125	56	74
chr21	46656001	46674000	U	18000	1826	74	57	41	26	57	11	70	889	32	48
chr21	46964001	46996000	U	32000	571	75	67	49	41	59	12	54	438	42	56
chr21	47113001	47132000	U	19000	698	94	77	71	64	76	11	50	474	64	73
chr21	47555001	47603000	U	48000	437	79	44	52	42	63	15	52	542	38	64
chr21	48010001	48064000	U	54000	794	99	95	47	26	68	9	81	685	25	62
chr22	16630001	16641000	U	11000	1987	96	75	44	34	54	0	45	1364	35	50
chr22	16683001	16701000	U	18000	2374	95	88	45	28	61	17	76	167	31	34
chr22	17196001	17236000	U	40000	540	64	48	30	19	40	0	54	275	23	34
chr22	18030001	18076000	U	46000	416	95	88	40	30	49	0	43	326	37	52
chr22	18251001	18272000	U	21000	1918	98	92	49	30	68	0	71	1572	33	66
chr22	18504001	18561000	U	57000	607	97	93	48	31	65	0	76	526	30	60
chr22	19103001	19158000	U	55000	429	90	80	42	31	54	0	55	418	32	55
chr22	19821001	19848000	U	27000	1031	82	53	58	44	71	0	71	852	41	64
chr22	20763001	20789000	U	26000	563	95	87	58	51	65	0	28	346	51	60
chr22	21317001	21341000	U	24000	1047	97	85	53	41	65	0	54	917	38	60
chr22	21875001	21929000	U	54000	420	100	95	49	38	60	0	45	481	36	62
chr22	21983001	21997000	U	14000	1883	85	42	62	49	74	0	69	1786	47	72
chr22	23387001	23404000	U	17000	1095	85	64	36	27	45	0	40	882	30	45
chr22	24089001	24103000	U	14000	1132	90	45	43	36	50	0	38	857	36	48
chr22	24381001	24415000	U	34000	797	92	81	60	46	73	0	50	618	45	66
chr22	24654001	24672000	U	18000	2380	92	83	58	38	78	0	70	1611	37	66
chr22	25327001	25354000	U	27000	1400	99	91	61	43	79	0	70	1074	49	78
chr22	25796001	25826000	U	30000	1312	97	93	45	26	64	0	74	1267	32	70
chr22	26984001	27066000	U	82000	466	96	91	52	33	71	0	69	512	30	72
chr22	28216001	28240000	U	24000	831	95	79	49	39	58	0	43	917	34	56
chr22	29149001	29167000	U	18000	1987	86	76	35	18	52	0	73	2056	18	55
chr22	30101001	30134000	U	33000	361	78	60	44	39	50	0	29	364	40	52
chr22	30168001	30189000	U	21000	1985	92	82	55	35	75	0	84	1524	38	70
chr22	30461001	30472000	U	11000	1954	97	78	49	39	58	0	48	1091	50	62
chr22	30656001	30676000	U	20000	565	92	80	49	44	54	0	26	650	42	55
chr22	31504001	31561000	U	57000	508	97	85	52	37	66	0	55	491	35	63
chr22	32050001	32080000	U	30000	1622	94	88	51	27	74	0	86	967	40	69
chr22	32312001	32345000	U	33000	1021	99	89	53	37	69	0	61	1061	38	73
chr22	32953001	32979000	U	26000	509	96	81	58	52	65	0	44	769	46	66
chr22	33627001	33649000	U	22000	1283	82	72	59	46	73	0	52	1182	48	74
chr22	34321001	34361000	U	40000	587	98	94	42	30	53	0	48	925	24	61
chr22	35747001	35782000	U	35000	762	89	82	39	26	52	0	54	1000	20	55
chr22	36783001	36865000	U	82000	418	86	64	46	29	63	0	58	512	29	71
chr22	37414001	37446000	U	32000	388	97	89	37	31	43	0	36	313	34	44
chr22	38850001	38866000	U	16000	2504	97	88	53	34	71	0	71	1313	42	63
chr22	39314001	39352000	U	38000	811	92	85	56	41	71	0	60	632	40	64
chr22	40734001	40748000	U	14000	3450	94	80	47	25	70	0	71	1072	37	52
chr22	41029001	41061000	U	32000	1278	96	89	44	24	63	0	58	1125	22	58
chr22	41935001	41976000	U	41000	1027	94	90	50	29	70	0	66	732	38	68
chr22	42858001	42874000	U	16000	2324	83	60	36	19	53	0	60	1625	26	52
chr22	43441001	43456000	U	15000	3002	92	79	52	31	73	0	60	1867	38	66
chr22	43482001	43498000	U	16000	2562	98	85	51	31	70	0	64	2313	34	71
chr22	45067001	45096000	U	29000	1320	92	86	33	15	52	0	68	966	22	50
chr22	45267001	45296000	U	29000	1080	93	86	52	37	67	0	56	621	42	60
chr22	45454001	45488000	U	34000	574	82	60	42	32	51	0	42	529	34	52
chr22	46410001	46448000	U	38000	916	86	70	53	36	70	0	70	895	38	72
chr22	46922001	46975000	U	53000	600	87	56	38	23	54	0	59	528	28	56
chr22	47136001	47173000	U	37000	1034	97	92	68	49	87	0	69	1054	44	83
chr22	48003001	48027000	U	24000	1150	88	78	64	51	77	0	56	1250	48	78
chr22	48359001	48380000	U	21000	774	88	54	42	34	50	0	36	810	33	50
chr22	49362001	49388000	U	26000	1731	90	82	40	18	62	0	75	1000	34	60
chr22	50199001	50213000	U	14000	1826	91	56	26	14	38	0	58	1429	16	36
chr22	50319001	50375000	U	56000	717	76	68	48	32	64	18	68	857	34	82
chr22	50915001	50943000	U	28000	817	81	63	44	33	55	0	41	643	38	56
